school_code,AgeID,school_name,street,town_suburb,postcode,student_number,indigenous_pct,lbote_pct,ICSEA_Value,level_of_schooling,selective_school,opportunity_class,school_specialty_type,school_subtype,support_classes,preschool_ind,distance_education,intensive_english_centre,school_gender,phone,school_email,fax,late_opening_school,date_1st_teacher,lga,electorate,fed_electorate,operational_directorate,principal_network,facs_district,local_health_district,aecg_region,ASGS_remoteness,latitude,longitude,date_extracted
4506,9665,Toormina Public School,Cavanba Rd,Toormina ,2452,275,21,9,908,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6653 2122,toormina-p.school@det.nsw.edu.au,6658 2287,N,1/1/79,Coffs Harbour (C),Coffs Harbour,Cowper,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.35347,153.08335,7/3/17
4507,6138,Bonnet Bay Public School,34R Tudar Road,Bonnet Bay,2226,174,np,16,1081,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9528 4111,bonnetbay-p.school@det.nsw.edu.au,9528 4191,N,1/1/79,Sutherland Shire (A),Miranda,Hughes,Ultimo,Woronora River,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.012607,151.056257,7/3/17
4508,8689,Valley View Public School,Chamberlain Rd,Wyoming ,2250,393,6,12,985,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4328 4433,valleyview-p.school@det.nsw.edu.au,4329 1481,N,1/1/80,Gosford (C),The Entrance,Dobell,Macquarie Park,Gosford,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.400215,151.361943,7/3/17
4509,6511,Sarah Redfern Public School,5 Monaghan Street,Minto,2566,411,8,68,957,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,9820 1499,sarahredfe-p.school@det.nsw.edu.au,9820 2912,N,1/1/79,Campbelltown (C),Macquarie Fields,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-34.02765,150.85091,7/3/17
4510,10204,Claymore Public School,Dobell Rd,Claymore ,2559,301,13,57,895,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,4626 3988,claymore-p.school@det.nsw.edu.au,4628 5033,N,1/1/80,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.043125,150.809517,7/3/17
4514,9316,King Street Public School,King St,Singleton ,2330,362,18,3,900,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6572 2281,kingstreet-p.school@det.nsw.edu.au,6571 1177,N,1/1/79,Singleton (A),Upper Hunter,Hunter,Tamworth & Coffs Harbour,Hunter,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.569546,151.175266,7/3/17
4515,6129,Kambora Public School,Woolrych Ave,Davidson ,2085,194,0,15,1129,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9451 8028,kambora-p.school@det.nsw.edu.au,9975 5049,N,27/1/79,Warringah (A),Davidson,Mackellar,Macquarie Park,Ku-Ring-Gai,"South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.740137,151.1945,7/3/17
4516,5801,Eastlakes Public School,Florence Ave,Eastlakes ,2018,194,3,91,1039,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9667 3659,eastlakes-p.school@det.nsw.edu.au,9667 4791,N,1/7/38,Botany Bay (C),Heffron,Kingsford Smith,Ultimo,Botany Bay,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.928065,151.213836,7/3/17
4517,8731,Gorokan Public School,Dudley St,Gorokan ,2263,577,19,8,917,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4392 4642,gorokan-p.school@det.nsw.edu.au,4393 1698,N,1/1/80,Wyong (A),Wyong,Dobell,Macquarie Park,Wyong,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.252454,151.510205,7/3/17
4518,16286,The Grange Public School,8 Benham Road,Minto,2566,251,8,56,940,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9603 3766,thegrange-p.school@det.nsw.edu.au,9820 3005,N,1/1/80,Campbelltown (C),Macquarie Fields,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-34.022051,150.857358,7/3/17
4520,8725,Bateau Bay Public School,2A Waratah Street,Bateau Bay,2261,729,7,5,1014,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4332 8000,bateaubay-p.school@det.nsw.edu.au,4334 3121,N,1/1/80,Wyong (A),The Entrance,Dobell,Macquarie Park,Wyong,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.391771,151.476143,7/3/17
4521,16212,Metford Public School,Melaleuca Drive,Metford,2323,295,23,6,889,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4933 2655,metford-p.school@det.nsw.edu.au,4933 2164,N,1/1/80,Maitland (C),Maitland,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England & Central Coast,Hunter New England,Hunter ,Major Cities of Australia,-32.765067,151.612716,7/3/17
4522,8724,Wamberal Public School,Lea Ave,Wamberal ,2260,732,5,5,1035,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4384 1111,wamberal-p.school@det.nsw.edu.au,4385 2478,N,1877-08-01,Gosford (C),Terrigal,Dobell,Macquarie Park,Wyong,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.412197,151.448258,7/3/17
4523,10450,Springdale Heights Public School,25 Cardo Drive,Lavington ,2641,166,17,5,890,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6025 6433,springdale-p.school@det.nsw.edu.au,6040 2328,N,1/1/81,Albury (C),Albury,Farrer,Dubbo & Wagga Wagga,Albury,"Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1 ,Inner Regional Australia,-36.031932,146.949684,7/3/17
4524,16234,Hastings Public School,85 Yarranabee Road,Port Macquarie,2444,672,5,6,1034,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6582 2566,hastings-p.school@det.nsw.edu.au,6582 1380,N,1/1/82,Port Macquarie-Hastings (A),Port Macquarie,Cowper,Tamworth & Coffs Harbour,Hastings,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-31.453116,152.9182,7/3/17
4525,10683,Braddock Public School,Laycock St,Cranebrook ,2749,227,23,11,861,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4729 0625,braddock-p.school@det.nsw.edu.au,4729 1343,N,1/1/81,Penrith (C),Penrith,Lindsay,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.722492,150.708382,7/3/17
4526,5505,Matthew Pearce Public School,Astoria Park Rd,Baulkham Hills ,2153,1344,np,79,1169,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9624 3311,mattpearce-p.school@det.nsw.edu.au,9838 8520,N,1/2/82,The Hills Shire (A),Baulkham Hills,Mitchell,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.758183,150.963554,7/3/17
4527,10769,Clairgate Public School,Colorado Drive,St Clair ,2759,403,7,26,974,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9670 1408,clairgate-p.school@det.nsw.edu.au,9834 3869,N,1/1/81,Penrith (C),Mulgoa,McMahon,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.796329,150.799228,7/3/17
4528,7819,Kings Langley Public School,68 Isaac Smith Pde,Kings Langley ,2147,697,2,23,1060,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9674 4460,kingslangl-p.school@det.nsw.edu.au,9624 5453,N,1/1/81,Blacktown (C),Seven Hills,Greenway,Macquarie Park,The Hills,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.745131,150.924433,7/3/17
4529,8522,Glenwood Public School,Belmont Rd,Glenfield ,2167,287,3,53,998,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9605 3260,glenwood-p.school@det.nsw.edu.au,9829 3974,N,1/1/81,Campbelltown (C),Macquarie Fields,Werriwa,Ultimo,Glenfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.974542,150.903028,7/3/17
4531,15121,St Clair Public School,4 Timesweep Drive,St Clair,2759,275,7,38,957,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9670 1966,stclair-p.school@det.nsw.edu.au,9834 4369,N,1/1/81,Penrith (C),Mulgoa,McMahon,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.796324,150.786899,7/3/17
4533,9538,Tuncurry Public School,Tuncurry St,Tuncurry,2428,379,11,5,949,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6554 6463,tuncurry-p.school@det.nsw.edu.au,6555 6903,N,1881-06-01,Great Lakes (A),Myall Lakes,Lyne,Tamworth & Coffs Harbour,Great Lakes,Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-32.171593,152.495134,7/3/17
4534,18126,Orama Public School,1098 Darkwood Rd,Thora ,2454,26,np,np,966,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6655 8567,orama-p.school@det.nsw.edu.au,6655 8637,N,1890-08-01,Bellingen (A),Oxley,Cowper,Tamworth & Coffs Harbour,Mid North Coast,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Outer Regional Australia,-30.432501,152.691816,7/3/17
4535,16166,Blairmount Public School,Badgally Rd,Blairmount ,2559,524,10,45,921,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4626 1795,blairmount-p.school@det.nsw.edu.au,4628 0594,N,1/10/78,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.048007,150.802444,7/3/17
4536,8669,Bangor Public School,130 Menai Road,Bangor,2234,523,2,17,1064,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9543 2244,bangor-p.school@det.nsw.edu.au,9543 4506,N,1/1/84,Sutherland Shire (A),Heathcote,Hughes,Ultimo,Woronora River,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.019534,151.029118,7/3/17
4537,10209,Rosemeadow Public School,Anthony & Copperfield Drives,Rosemeadow ,2560,699,11,42,940,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4621 1733,rosemeadow-p.school@det.nsw.edu.au,4621 2033,N,1/1/86,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.104647,150.794537,7/3/17
4538,16177,Bowen Public School,Park St,Orange ,2800,228,44,3,814,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6362 3655,bowen-p.school@det.nsw.edu.au,6361 7603,N,1/2/82,Orange (C),Orange,Calare,Dubbo & Wagga Wagga,Orange,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-33.280751,149.117874,7/3/17
4539,16289,Thomas Acres Public School,Crispsparkle Drive,Ambarvale ,2560,522,12,27,936,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4626 4577,thomasacre-p.school@det.nsw.edu.au,4626 8488,N,1/2/82,Campbelltown (C),Campbelltown,Macarthur,Ultimo,Campbelltown,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.093621,150.789247,7/3/17
4541,10776,Werrington County Public School,John Batman Ave,Werrington ,2747,405,8,8,959,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9673 2100,werringcty-p.school@det.nsw.edu.au,9623 1337,N,1/2/82,Penrith (C),Londonderry,Lindsay,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.74513,150.747554,7/3/17
4542,16204,Chittaway Bay Public School,Chittaway Rd,Chittaway Bay ,2259,377,7,9,981,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4388 2188,chittaway-p.school@det.nsw.edu.au,4389 1905,N,1/1/82,Wyong (A),Wyong,Dobell,Macquarie Park,Wyong,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.325978,151.43201,7/3/17
4543,16293,Wilkins Public School,Park Rd,Marrickville ,2204,665,2,44,1117,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9560 3309,wilkins-p.school@det.nsw.edu.au,9560 5820,N,1/2/82,Marrickville (A),Summer Hill,Grayndler,Ultimo,Marrickville,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.901967,151.155086,7/3/17
4544,10696,Jamisontown Public School,Thurwood Ave,South Penrith,2750,356,6,10,988,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4733 2200,jamisonton-p.school@det.nsw.edu.au,4733 1555,N,1/1/82,Penrith (C),Penrith,Lindsay,Macquarie Park,Blue Mountains,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.77306,150.683083,7/3/17
4545,8554,Bonnyrigg Public School,Tarlington Pde,Bonnyrigg ,2177,241,10,83,898,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,9610 1511,bonnyrigg-p.school@det.nsw.edu.au,9823 7826,N,1/6/82,Fairfield (C),Cabramatta,Fowler,Ultimo,Fairfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.887728,150.888962,7/3/17
4546,10866,Katoomba Public School,Merriwa St,Katoomba ,2780,253,6,9,1029,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4782 1226,katoomba-p.school@det.nsw.edu.au,4782 2996,N,1881-12-01,Blue Mountains (C),Blue Mountains,Macquarie,Macquarie Park,Blue Mountains,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.718645,150.313708,7/3/17
4547,14746,Tanilba Bay Public School,1a King Albert Ave,Tanilba Bay ,2319,581,10,2,949,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4982 4762,tanilbabay-p.school@det.nsw.edu.au,4982 3112,N,1/2/83,Port Stephens (A),Port Stephens,Paterson,Tamworth & Coffs Harbour,Callaghan/Port Stephens,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.730055,152.005845,7/3/17
4548,16208,Copacabana Public School,Pueblo St,Copacabana ,2251,331,2,8,1079,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4382 1766,copacabana-p.school@det.nsw.edu.au,4381 1427,N,1/2/83,Gosford (C),Terrigal,Robertson,Macquarie Park,Gosford,Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.485042,151.436848,7/3/17
4549,16256,Orana Heights Public School,Oak St,Dubbo ,2830,576,29,6,906,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6884 9188,oranahts-p.school@det.nsw.edu.au,6884 3272,N,1/2/83,Dubbo (C),Dubbo,Parkes,Dubbo & Wagga Wagga,Macquarie,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-32.2525,148.627132,7/3/17
4551,5332,Plunkett Street Public School,Forbes St,Woolloomooloo ,2011,38,26,51,867,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,9358 5335,plunketstr-p.school@det.nsw.edu.au,9357 1831,N,1/1/83,Sydney (C),Sydney,Sydney,Ultimo,Port Jackson,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan East,Major Cities of Australia,-33.870879,151.22024,7/3/17
4552,16214,Manning Gardens Public School,Mudford Street,Taree ,2430,131,54,np,772,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,6552 6333,manninggdn-p.school@det.nsw.edu.au,6551 0816,N,1/1/84,Greater Taree (C),Myall Lakes,Lyne,Tamworth & Coffs Harbour,Great Lakes,Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-31.892305,152.459892,7/3/17
4553,15123,Wiley Park Public School,Denman Ave,Wiley Park ,2195,567,np,100,972,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9750 0144,wileypark-p.school@det.nsw.edu.au,9740 4391,N,1/1/84,Canterbury (C),Lakemba,Watson,Ultimo,Canterbury,"South Eastern Sydney, Northern Sydney & Sydney",Sydney,Metropolitan South West,Major Cities of Australia,-33.924753,151.068761,7/3/17
4554,8552,Prairievale Public School,Prairievale & Mimosa Rds,Bossley Park ,2176,463,2,90,925,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9604 0922,prairieval-p.school@det.nsw.edu.au,9725 5579,N,1/1/84,Fairfield (C),Prospect,Fowler,Ultimo,Fairfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.866464,150.890898,7/3/17
4555,11080,Cudgegong Valley Public School,Madeira Rd,Mudgee ,2850,543,8,4,971,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6372 3466,cudgegongv-p.school@det.nsw.edu.au,6372 6314,N,1/5/84,Mid-Western Regional (A),Dubbo,Calare,Dubbo & Wagga Wagga,Macquarie,"Murrumbidgee, Far West & Western NSW",Western NSW,North Western 1,Inner Regional Australia,-32.606539,149.583789,7/3/17
4556,16239,Wytaliba Public School,Old Grafton Rd,Glen Innes ,2370,10,np,0,789,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6733 5353,wytaliba-p.school@det.nsw.edu.au,6733 5358,N,1/1/84,Glen Innes Severn (A),Northern Tablelands,New England,Tamworth & Coffs Harbour,Northern Tablelands,Hunter New England & Central Coast,Hunter New England,North Western 2,Outer Regional Australia,-29.691603,152.110359,7/3/17
4557,16274,Sandy Beach Public School,Saye Close,Sandy Beach ,2456,344,13,5,963,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,6656 1777,sandybeach-p.school@det.nsw.edu.au,6656 1624,N,1/1/85,Coffs Harbour (C),Coffs Harbour,Page,Tamworth & Coffs Harbour,Coffs Harbour,Mid North Coast & Northern NSW,Mid North Coast,Lower North Coast,Inner Regional Australia,-30.153584,153.186496,7/3/17
4558,16196,Eschol Park Public School,Eschol Park Drive,Eschol Park ,2558,331,8,32,972,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9824 7111,escholpark-p.school@det.nsw.edu.au,9820 3046,N,1/1/85,Campbelltown (C),Macquarie Fields,Macarthur,Ultimo,Macarthur,South Western Sydney,South Western Sydney,Dharawal,Major Cities of Australia,-34.02834,150.810838,7/3/17
4559,16176,Blackwell Public School,Blackwell Ave,St Clair ,2759,611,5,22,980,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9670 5080,blackwell-p.school@det.nsw.edu.au,9834 4368,N,1/1/85,Penrith (C),Mulgoa,McMahon,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.806328,150.783052,7/3/17
4560,16273,Samuel Terry Public School,93-107 Grays Lane,Cranebrook,2749,511,12,8,967,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4730 2888,samuelterr-p.school@det.nsw.edu.au,4729 1386,N,1/1/85,Penrith (C),Penrith,Lindsay,Macquarie Park,Penrith,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.713307,150.708745,7/3/17
4561,16271,Rutherford Public School,Weblands St,Rutherford,2320,816,15,6,936,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4932 5900,rutherford-p.school@det.nsw.edu.au,4932 4599,N,1/1/85,Maitland (C),Maitland,Paterson,Tamworth & Coffs Harbour,Maitland,Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.710925,151.52839,7/3/17
4562,16278,Sunshine Bay Public School,Beach Rd,Batehaven ,2536,327,12,7,923,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,4472 6464,sunshineba-p.school@det.nsw.edu.au,4472 6587,N,1/1/85,Eurobodalla (A),Bega,Gilmore,Dubbo & Wagga Wagga,Far South Coast,Illawarra Shoalhaven & Southern NSW,Southern NSW,Upper South Coast,Inner Regional Australia,-35.740734,150.209961,7/3/17
4563,16295,William Stimson Public School,Lily St,Wetherill Park ,2164,541,2,82,993,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,9604 3822,wilstimson-p.school@det.nsw.edu.au,9609 5497,N,1882-05-01,Fairfield (C),Prospect,McMahon,Ultimo,Fairfield,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.854623,150.905782,7/3/17
